episode,reward,tcr,dd,epsilon,loss,completed,missed
69,23.0,0.75,163.25,0.9815053976417052,2.2636429250240324,4,0
70,-132.0,0.13333333333333333,231.125,0.9812818631714806,2.2552022540569308,8,7
71,-55.0,0.375,119.75,0.9810956254232419,2.230474928617477,4,4
72,-35.0,0.5,174.0,0.9808535720289367,2.2135024642944336,10,0
73,-36.0,0.42857142857142855,140.0,0.9807232616507919,2.2244290959835054,6,1
74,-190.0,0.13333333333333333,227.375,0.9804254778550121,2.188541343212128,8,7
75,-54.0,0.2,94.5,0.980313833496465,2.199160717725754,4,1
76,-114.0,0.10526315789473684,227.4,0.9799417823782508,2.1684769916534425,5,14
77,-77.0,0.3157894736842105,220.71428571428572,0.9795698800507237,2.2464408147335053,7,12
78,-102.0,0.1111111111111111,207.0,0.9792538800145566,2.2072593712806703,6,12
79,-53.0,0.4,182.0909090909091,0.9789008306237837,2.2237768530845643,11,4
80,-36.0,0.16666666666666666,207.0,0.9787336435215621,2.22338707447052,4,8
81,-35.0,0.42857142857142855,198.4,0.9783807917831001,2.2081478226184843,5,2
82,-48.0,0.36363636363636365,226.85714285714286,0.9781208815505316,2.2080894112586975,7,4
83,-78.0,0.21052631578947367,200.42857142857142,0.97778681816819,2.142491180896759,7,12
84,-154.0,0.1,204.57142857142858,0.9773230407131318,2.098621197938919,7,13
85,-3.0,0.6,140.5,0.9772303130455211,2.1122625780105593,4,1
86,-220.0,0.15789473684210525,263.14285714285717,0.9768780324641133,2.098134518861771,7,12
87,-140.0,0.29411764705882354,145.84615384615384,0.9765629475005547,2.087499006986618,13,4
88,-20.0,0.5,199.25,0.9764147092883279,2.106342122554779,8,0
89,-172.0,0.13333333333333333,214.55555555555554,0.976081260017454,2.1370954608917234,9,6
90,-78.0,0.2222222222222222,146.33333333333334,0.9758219935636465,2.1553622686862948,6,3
91,14.0,0.7142857142857143,188.0,0.9756923875571798,2.152827607393265,6,1
92,2.0,0.625,205.33333333333334,0.9750631307052179,2.0540674233436587,6,2
93,-82.0,0.15384615384615385,247.85714285714286,0.974804149287711,2.0229418683052063,7,6
94,-126.0,0.2,126.75,0.9745637314645674,2.004397975206375,8,7
95,-25.0,0.2727272727272727,100.4,0.9744527904733843,1.985012753009796,5,6
96,-70.0,0.09090909090909091,169.16666666666666,0.9742494332295972,1.9261366629600525,6,16
97,-103.0,0.16666666666666666,73.4,0.9739167633178115,1.8692299699783326,5,7
98,-89.0,0.3,145.14285714285714,0.9737319984422514,1.8697752606868745,7,3
99,62.0,1.0,209.16666666666666,0.9736026850146207,1.842744368314743,6,0
100,44.0,1.0,242.2,0.9735103293639787,1.8551975786685944,5,0
101,-100.0,0.2727272727272727,284.0,0.9733071794388298,2.263558485507965,6,5
102,-43.0,0.2,197.5,0.9730302288296666,2.6034263241291047,8,12
103,-16.0,0.5,202.6,0.9729194718477588,2.6811256504058836,5,1
104,21.0,0.7142857142857143,175.28571428571428,0.9727718165450024,2.7744585502147676,7,0
105,-22.0,0.5,147.375,0.972568829074803,2.9228470051288604,8,0
106,-76.0,0.1875,188.16666666666666,0.972310545963985,3.053129433393478,6,10
107,-33.0,0.4444444444444444,243.4,0.9720523351623143,3.1846990168094633,5,4
108,-74.0,0.25,176.5,0.9718863806783367,3.281198227405548,8,0
109,0.0,0.6666666666666666,82.0,0.9717388906569445,3.3356265103816987,5,1
110,19.0,0.7142857142857143,180.71428571428572,0.971554561312362,3.1544691348075866,7,0
111,-96.0,0.3333333333333333,146.77777777777777,0.971167589666345,2.8137144088745116,9,12
112,37.0,0.8333333333333334,215.16666666666666,0.9710202146423147,2.7746102714538576,6,0
113,-99.0,0.4117647058823529,246.08333333333334,0.9706702934499879,2.7329024040699004,12,5
114,-44.0,0.4444444444444444,135.77777777777777,0.9705045877111308,2.705053664445877,9,0
115,-54.0,0.23529411764705882,254.0,0.9702836931184915,2.6921541655063628,7,10
116,-112.0,0.0625,207.5,0.9699156532541242,2.6795530319213867,6,10
117,-55.0,0.21052631578947367,133.42857142857142,0.9696213273397407,2.6866666328907014,7,12
118,-69.0,0.15384615384615385,183.25,0.9693638694138772,2.6477245092391968,4,9
119,-63.0,0.2857142857142857,155.2,0.9692351674815048,2.656582386493683,5,2
120,6.0,0.625,182.625,0.9690145775131643,2.6213515496253965,8,0
121,-208.0,0.06666666666666667,224.8,0.9687389144914311,2.581763905286789,5,10
122,-24.0,0.375,189.5,0.9685919280243435,2.5627599799633027,4,4
123,-75.0,0.36363636363636365,280.125,0.9683714924149487,2.538019152879715,8,3
124,-59.0,0.25,206.5,0.9681878364826711,2.537404193878174,8,8
125,-65.0,0.2777777777777778,232.75,0.967949138677245,2.5237085998058317,8,10
126,-23.0,0.21428571428571427,195.5,0.967783922702167,2.47785751581192,6,8
127,-47.0,0.4444444444444444,202.42857142857142,0.9676187364632882,2.449683381319046,7,2
128,-163.0,0.11764705882352941,172.875,0.9672517623684148,2.4287833976745605,8,9
129,9.0,0.5714285714285714,200.14285714285714,0.9670133079106218,2.437189487218857,7,0
130,-40.0,0.375,194.625,0.9668299235880833,2.43933895945549,8,0
131,-41.0,0.21428571428571427,181.5,0.9665915787941163,2.4292633855342864,4,10
132,-44.0,0.375,190.14285714285714,0.9664632649552634,2.4078605222702025,7,1
133,-66.0,0.2,182.0,0.9661517204107523,2.4070158231258394,5,15
134,-217.0,0.16666666666666666,194.54545454545453,0.9658219651509126,2.517210236787796,11,7
135,22.0,0.75,163.0,0.9650529977117255,2.5363965833187105,6,2
136,-75.0,0.05555555555555555,177.2,0.9649431979401182,2.5321634578704835,5,13
137,-102.0,0.2727272727272727,242.0,0.964613877670065,2.5285159170627596,9,2
138,7.0,0.6666666666666666,147.66666666666666,0.9645041305897011,2.4939398074150088,6,0
139,-94.0,0.2,121.5,0.9640469928183728,2.399589092731476,6,4
140,-84.0,0.3,145.66666666666666,0.9638459245982679,2.293485243320465,6,4
141,-98.0,0.2727272727272727,242.57142857142858,0.9635900835587975,2.2568974471092225,7,4
142,-3.0,0.3076923076923077,249.6,0.9634073838126693,2.259795904159546,5,8
143,-66.0,0.3333333333333333,141.33333333333334,0.9632429852798948,2.2511611926555632,6,3
144,-86.0,0.3333333333333333,158.0,0.9630238332627217,2.2468907046318054,10,2
145,-124.0,0.23076923076923078,168.83333333333334,0.9627499671947071,2.2424786043167115,6,7
146,-87.0,0.2857142857142857,161.875,0.9622572152674161,2.2447394585609435,8,6
147,-116.0,0.25,170.625,0.962038299806658,2.291413732767105,8,4
148,-38.0,0.42857142857142855,227.33333333333334,0.9618194368793063,2.2638133192062377,6,1
149,-35.0,0.5384615384615384,239.66666666666666,0.9615459320760142,2.2566067922115325,9,4
150,-85.0,0.058823529411764705,216.75,0.9613636411193024,2.25229332447052,4,13
151,-6.0,0.6,186.2,0.9612725093118568,2.243180613517761,5,0
152,-66.0,0.3333333333333333,202.66666666666666,0.9610902730342297,2.229562337398529,6,3
153,-114.0,0.15789473684210525,124.42857142857143,0.9606894814946993,2.2347532725334167,7,12
154,41.0,1.0,120.5,0.9606166292503083,2.229826114177704,4,0
155,-125.0,0.16666666666666666,236.14285714285714,0.9602706606693868,2.2371086466312406,7,11
156,-71.0,0.16666666666666666,247.16666666666666,0.9601432316971293,2.2353305125236513,6,0
157,-66.0,0.2857142857142857,251.8,0.9599248235315502,2.2850010633468627,5,2
158,-9.0,0.75,179.33333333333334,0.959251728238111,2.3228704965114595,3,1
159,-136.0,0.25,241.2,0.9588153921375985,2.254533904790878,10,6
160,-43.0,0.3333333333333333,191.16666666666666,0.9587063408337511,2.2350237095355987,6,0
161,-9.0,0.5714285714285714,200.0,0.9585609594500385,2.2078408682346344,7,0
162,-61.0,0.10526315789473684,152.83333333333334,0.9583065979936582,2.17672665476799,6,13
163,-150.0,0.13333333333333333,232.33333333333334,0.958015986382638,2.126502603292465,9,6
164,-67.0,0.25,283.6,0.9578162448380092,2.136436107158661,5,7
165,-104.0,0.2727272727272727,201.125,0.9576165472316871,2.1694860911369322,8,3
166,-8.0,0.5,125.0,0.9575257901148952,2.1735173690319063,4,0
167,-69.0,0.21052631578947367,170.83333333333334,0.9571628523912333,2.222474448680878,6,13
168,34.0,1.0,272.75,0.9570902822658857,2.2308580231666566,4,0
169,-40.0,0.4444444444444444,221.75,0.9568363325414718,2.24343084692955,8,1
170,-52.0,0.15789473684210525,192.75,0.9564374123240372,2.299930205345154,4,15
171,-166.0,0.08333333333333333,201.83333333333334,0.9562017692317625,2.3509048330783844,6,6
172,-187.0,0.13333333333333333,163.2,0.9558937130027503,2.3281257367134094,5,10
173,-13.0,0.4666666666666667,163.7,0.9555133175319298,2.3164555621147156,10,5
174,-34.0,0.3333333333333333,251.0,0.9551873914078406,2.30968852519989,4,5
175,-90.0,0.3076923076923077,234.0,0.9548977777832415,2.3048720133304594,8,5
176,-122.0,0.125,199.16666666666666,0.9546444418741445,2.2912395799160006,6,10
177,-27.0,0.21428571428571427,193.6,0.9544454419877223,2.2494096207618712,5,9
178,-124.0,0.15789473684210525,171.75,0.9541379828084688,2.215168068408966,8,11
179,-98.0,0.2857142857142857,196.57142857142858,0.9538306281475671,2.2199440681934357,7,7
180,-31.0,0.42857142857142855,124.0,0.9537041007167534,2.2130465650558473,6,1
181,-55.0,0.2,139.66666666666666,0.9535233779694872,2.212227431535721,9,6
182,-80.0,0.29411764705882354,247.125,0.9530897908173032,2.2893616259098053,8,9
183,-54.0,0.2727272727272727,192.75,0.9529091909197315,2.310526614189148,8,3
184,-158.0,0.1111111111111111,126.16666666666667,0.9526022539770559,2.3684577465057375,6,12
185,-74.0,0.3,203.16666666666666,0.9523134674640896,2.318870908021927,6,4
186,-20.0,0.5,245.33333333333334,0.9522051963443909,2.3604929411411284,6,0
187,0.0,0.6,111.0,0.9520428140238963,2.3610545241832734,4,1
188,17.0,0.8,311.2,0.9519526142525576,2.366308890581131,5,0
189,-85.0,0.2857142857142857,202.6,0.9516099373718725,2.412241600751877,10,4
190,-65.0,0.16666666666666666,282.75,0.9513935769511922,2.4042278826236725,4,8
191,8.0,0.6363636363636364,200.5,0.9511412220809765,2.3499444723129272,10,1
192,-152.0,0.10526315789473684,205.55555555555554,0.950834886145529,2.3455895805358886,9,10
193,21.0,0.8,275.2,0.9507448071609388,2.374249566793442,5,0
194,-136.0,0.2,152.5,0.9504386059836539,2.4184950971603394,10,5
195,-116.0,0.058823529411764705,97.33333333333333,0.9501145064269203,2.39310772895813,6,11
196,-21.0,0.5,95.0,0.9500064991667143,2.3710932528972624,6,0
197,-72.0,0.3125,230.71428571428572,0.9497185431623988,2.367201656103134,7,9
198,-22.0,0.5,298.0,0.9495386174469377,2.3485026073455813,6,0
199,-107.0,0.3333333333333333,215.875,0.9490709789624087,2.3398393857479096,8,7
200,-178.0,0.11764705882352941,250.33333333333334,0.948711422486913,2.288216598033905,9,8
201,-74.0,0.25,165.0,0.9485137277211874,2.5430507504940034,7,1
202,-6.0,0.6,250.4,0.9484238808408342,2.60282777428627,5,0
203,-122.0,0.18181818181818182,162.33333333333334,0.9481903209959112,2.6699862670898438,6,5
204,-55.0,0.3,227.9,0.9478670306761017,2.7589599359035493,10,10
205,-65.0,0.3,174.71428571428572,0.9474720560833869,2.807471858263016,7,3
206,-57.0,0.3,206.85714285714286,0.9472746339482796,2.8551801371574403,7,3
207,-149.0,0.17647058823529413,307.0,0.9469696124293339,2.902115249633789,7,10
208,-122.0,0.125,239.5,0.9465571012924517,2.59752188205719,6,10
209,-53.0,0.15789473684210525,336.3333333333333,0.9463419534069205,2.530716233253479,6,13
210,-177.0,0.13333333333333333,262.1111111111111,0.9460193283796833,2.452632814645767,9,6
211,-61.0,0.2857142857142857,287.25,0.9458938944542898,2.4554015719890594,4,3
212,-35.0,0.42857142857142855,188.42857142857142,0.9457684780884167,2.4413406538963316,7,0
213,-55.0,0.375,169.625,0.9456072542729395,2.4223868358135223,8,0
214,-58.0,0.375,151.5,0.9449805485675357,2.353347933292389,6,2
215,-44.0,0.36363636363636365,201.0,0.9446047356633717,2.3484460949897765,7,4
216,-85.0,0.35714285714285715,152.625,0.9442469653279437,2.3174187004566194,8,6
217,6.0,0.6666666666666666,288.6666666666667,0.9441217795160092,2.29400182723999,6,0
218,-73.0,0.3,197.28571428571428,0.9438893380720321,2.308132884502411,7,3
219,-44.0,0.3333333333333333,138.0,0.9433352984524572,2.2311261892318726,4,2
220,7.0,0.6666666666666666,107.83333333333333,0.9431923762387869,2.2015822458267214,6,0
221,-31.0,0.45454545454545453,185.33333333333334,0.9428530276161379,2.1770490264892577,6,5
222,-61.0,0.16666666666666666,126.625,0.9426566215555212,2.178396954536438,8,10
223,-34.0,0.2857142857142857,114.85714285714286,0.9424245610030958,2.1739130353927614,7,7
224,-48.0,0.25,176.0,0.9416752391310996,2.1616609942913056,2,2
225,-16.0,0.16666666666666666,115.0,0.9416039079652538,2.159813734292984,3,9
226,-9.0,0.35294117647058826,242.375,0.9413542938186348,2.1576431965827942,8,9
227,2.0,0.6666666666666666,250.83333333333334,0.9412473377208708,2.112857996225357,6,0
228,-81.0,0.16666666666666666,290.4,0.9410334640256878,2.100338968038559,5,7
229,-41.0,0.375,193.125,0.9408730924360392,2.1085304915905,8,0
230,-17.0,0.5,137.33333333333334,0.9403921508320439,2.1089532005786897,3,1
231,-36.0,0.4444444444444444,136.33333333333334,0.9402140902085333,2.090343006849289,9,0
232,-1.0,0.75,90.33333333333333,0.939626742754976,2.0576203155517576,3,1
233,-38.0,0.42857142857142855,189.0,0.9395022037289256,2.089340124130249,6,1
234,-107.0,0.29411764705882354,253.5,0.9391286912464714,2.0728210413455965,10,7
235,-38.0,0.42857142857142855,223.16666666666666,0.93891532596543,2.050528407096863,6,1
236,-8.0,0.5714285714285714,176.14285714285714,0.9387020118859118,2.019054148197174,7,0
237,8.0,0.625,191.5,0.9383466021678399,1.9986201465129851,6,2
238,-128.0,0.25,265.6666666666667,0.9378670245002932,1.9267356622219085,9,7
239,-108.0,0.16666666666666666,219.25,0.9374941986489124,1.8748596656322478,8,10
240,-102.0,0.09090909090909091,110.25,0.9371215293515105,1.8628302884101868,4,18
241,-34.0,0.36363636363636365,203.6,0.9368909077359884,1.8807000458240508,5,6
242,-87.0,0.1111111111111111,108.71428571428571,0.9366071480494841,1.8937295627593995,7,11
243,-120.0,0.2857142857142857,184.7,0.9363234791515526,1.9564205765724183,10,4
244,-152.0,0.25,181.66666666666666,0.9360399010131462,1.9731064915657044,6,10
245,-22.0,0.5454545454545454,149.3,0.9358272769528108,1.9866750609874726,10,1
246,-116.0,0.16666666666666666,283.3,0.9355969917991703,2.0328288674354553,10,2
247,-69.0,0.16666666666666666,133.5,0.9352251191613351,2.0410640943050384,6,12
248,-72.0,0.16666666666666666,140.16666666666666,0.9349595914567338,2.054559055566788,6,12
249,24.0,0.8571428571428571,274.1666666666667,0.9341281202934353,1.989922115802765,6,1
250,-32.0,0.05263157894736842,65.0,0.9339689915537988,1.9851768660545348,3,16
251,-60.0,0.2857142857142857,123.2,0.9338098914547575,1.9520518910884856,5,2
252,-40.0,0.42857142857142855,236.66666666666666,0.9336861667308866,1.9503009390830994,6,1
253,-104.0,0.2777777777777778,182.0909090909091,0.9333150964710689,1.9634861505031587,11,7
254,-53.0,0.3333333333333333,202.71428571428572,0.9330501416873324,1.9171474039554597,7,2
255,-86.0,0.3333333333333333,144.57142857142858,0.9327676108493373,1.905556664466858,7,5
256,-110.0,0.2,206.14285714285714,0.9325734233363602,1.8915729570388793,7,3
257,-26.0,0.4444444444444444,280.42857142857144,0.9323439840746892,1.8906176912784576,7,2
258,-33.0,0.2727272727272727,252.0,0.9321675329235776,1.8853108644485475,5,6
259,-202.0,0.15,205.0,0.9317089250548372,1.8686396980285644,7,13
260,-81.0,0.13333333333333333,238.6,0.9314973403040098,1.8307299292087555,5,10
261,-52.0,0.375,191.33333333333334,0.9313034322198142,1.880941972732544,6,2
262,-114.0,0.15384615384615385,176.0,0.9310743231129116,1.9111040258407592,7,6
263,-26.0,0.23076923076923078,143.0,0.9306515089213414,1.9629630064964294,4,9
264,-61.0,0.4117647058823529,156.66666666666666,0.9302817129501844,1.937194983959198,12,5
265,50.0,1.0,243.8,0.9301760854824052,1.9237788307666779,5,0
266,10.0,0.6666666666666666,100.11111111111111,0.9300176680450154,1.9010529112815857,9,0
267,-168.0,0.1111111111111111,141.5,0.9297009187028217,1.8994817280769347,6,12
268,-90.0,0.2,81.33333333333333,0.9293666958600766,1.8565970194339751,6,9
269,-26.0,0.42857142857142855,135.14285714285714,0.9292435931400476,1.8864421510696412,7,0
270,-21.0,0.23529411764705882,164.4,0.9289974393971006,1.8987857353687287,5,12
271,-118.0,0.15384615384615385,242.16666666666666,0.928663483825707,1.9226028621196747,6,7
272,5.0,0.625,226.14285714285714,0.9285229089145876,1.9418651735782624,7,1
273,-37.0,0.5,191.5,0.9280310738122773,1.9791449189186097,8,2
274,-99.0,0.2857142857142857,124.75,0.9277150395152914,2.013527113199234,8,6
275,-111.0,0.29411764705882354,154.45454545454547,0.9273289298482608,1.9902357137203217,11,6
276,-66.0,0.3333333333333333,102.83333333333333,0.9269780684532786,2.0294094026088714,6,3
277,-13.0,0.1875,248.0,0.9268202266071494,2.0231629467010497,5,11
278,-32.0,0.14285714285714285,131.66666666666666,0.9266448800970634,2.037037832736969,3,4
279,-110.0,0.35294117647058826,169.5,0.9263468715021624,2.015289285182953,12,5
280,2.0,0.6666666666666666,59.333333333333336,0.9262417161870272,2.00648687005043,6,0
281,-50.0,0.14285714285714285,151.75,0.9260840068723777,2.017650465965271,4,10
282,-23.0,0.5,91.66666666666667,0.9259788830991056,2.0083679831027985,6,0
283,-28.0,0.3333333333333333,333.0,0.9258562546396641,1.999930177927017,7,2
284,-62.0,0.36363636363636365,157.57142857142858,0.9255410031366691,1.9754253542423248,7,4
285,-39.0,0.16666666666666666,296.85714285714283,0.9252783802311336,1.9682030594348907,7,11
286,27.0,0.8333333333333334,247.66666666666666,0.9251733531272581,1.965766850709915,6,0
287,-38.0,0.23529411764705882,266.0,0.9249108405001829,1.9865768957138061,7,10
288,-13.0,0.17647058823529413,241.8,0.9247708659639643,1.9807356309890747,5,12
289,-80.0,0.15,294.6666666666667,0.9244560051305678,1.9702975618839265,6,14
290,-28.0,0.5,180.0,0.9238790545818061,2.0671383476257326,3,1
291,-30.0,0.4,208.0,0.9236693487744099,2.065516722202301,5,0
292,-40.0,0.2857142857142857,167.0,0.9234596932903685,2.0802324199676514,9,5
293,-36.0,0.5,150.11111111111111,0.9232850188197397,2.1021315133571625,9,1
294,-69.0,0.3333333333333333,186.0,0.9231103792805119,2.1078721332550048,6,3
295,12.0,0.3125,157.83333333333334,0.9229357746656992,2.1187450766563414,6,10
296,-9.0,0.5,179.0,0.9224121702979182,2.0885951602458954,2,2
297,-120.0,0.3333333333333333,195.9,0.9220109529866376,2.0671318578720093,10,8
298,-30.0,0.23529411764705882,246.33333333333334,0.9218016954698272,2.0644934797286987,6,11
299,-80.0,0.25,178.8,0.9216622183570187,2.0535841584205627,5,3
300,-144.0,0.19047619047619047,193.25,0.9211568008556155,2.04789870262146,8,13
301,-84.0,0.09523809523809523,198.66666666666666,0.9209651674398759,2.2691650664806366,6,15
302,-52.0,0.375,151.85714285714286,0.9207909918245302,2.3791098833084106,7,1
303,-43.0,0.1875,133.6,0.920616851040824,2.434457631111145,5,11
304,-87.0,0.2631578947368421,162.9,0.9203382982193193,2.5134820091724395,10,9
305,-53.0,0.375,177.0,0.9201990552313404,2.548744546175003,4,4
306,-19.0,0.45454545454545453,195.16666666666666,0.9199902325178129,2.6185523784160614,6,5
307,-58.0,0.15789473684210525,241.8,0.9196944861184937,2.7114449453353884,5,14
308,1.0,0.6,230.6,0.9195901290417092,2.7364191889762877,5,0
309,-93.0,0.2,165.8,0.9193814524529317,2.7593157279491423,5,5
310,-114.0,0.2222222222222222,83.125,0.9190859130036511,2.5836153745651247,8,10
311,-32.0,0.25,261.5,0.9188773574122021,2.5520680701732634,4,4
312,-69.0,0.38461538461538464,196.875,0.9184951354699347,2.5100432550907135,8,5
313,-44.0,0.45454545454545453,171.14285714285714,0.9181478068860945,2.4984002888202665,7,4
314,-15.0,0.5714285714285714,132.57142857142858,0.9180262747005818,2.486336307525635,7,0
315,-133.0,0.13333333333333333,170.28571428571428,0.9176617802144077,2.4364708185195925,7,8
316,-239.0,0.19047619047619047,159.36363636363637,0.9172627475800513,2.4041495609283445,11,10
317,-93.0,0.2,212.42857142857142,0.9170546294958012,2.3807928121089934,7,3
318,-45.0,0.17647058823529413,210.0,0.9168292245960391,2.362656363248825,5,12
319,-21.0,0.375,260.6,0.9165345527567277,2.373718020915985,5,3
320,-66.0,0.3333333333333333,233.28571428571428,0.9163785905742491,2.347591437101364,7,2
321,-29.0,0.3076923076923077,276.85714285714283,0.9161880082491471,2.33252604842186,7,6
322,-23.0,0.5,172.0,0.9160147879701026,2.3278575360774996,7,3
323,-185.0,0.21052631578947367,215.6,0.9155645773452654,2.346153005361557,10,9
324,44.0,1.0,142.0,0.9154780252152095,2.3382963228225706,5,0
325,-107.0,0.2,188.83333333333334,0.9152357252917216,2.325542365312576,6,4
326,-96.0,0.06666666666666667,228.57142857142858,0.9149761935058484,2.314891129732132,7,8
327,-34.0,0.4444444444444444,237.57142857142858,0.9146648581199182,2.317542312145233,7,2
328,-16.0,0.4,151.33333333333334,0.9144573634543253,2.2947605454921725,6,4
329,-150.0,0.15789473684210525,199.71428571428572,0.9141807813535161,2.246554913520813,7,12
330,44.0,1.0,186.0,0.9140943675961407,2.2142911624908446,5,0
331,-81.0,0.125,188.75,0.9138524550425517,2.2688834261894226,4,12
332,-118.0,0.15384615384615385,93.16666666666667,0.9134379053640136,2.270943892002106,6,7
333,-25.0,0.42857142857142855,213.0,0.9133170325185592,2.2873672258853914,5,2
334,-119.0,0.05,176.66666666666666,0.9130408152652709,2.3047100567817687,6,14
335,-38.0,0.16666666666666666,211.6,0.9128854818989455,2.3092479026317596,5,7
336,-3.0,0.6,83.4,0.9127991976650391,2.3079375433921814,5,0
