scenario_id,complexity,n_tasks,feasible,scheduler,tcr,dd,srt,completed,missed,on_time
SCN_0862,low,5,True,FIFO,0.8333333333333334,114.66666666666667,0.0,6,0,5
SCN_0904,medium,10,False,FIFO,0.45454545454545453,115.0,0.0,8,3,5
SCN_0902,low,7,True,FIFO,0.75,283.75,0.0,8,0,6
SCN_0300,medium,14,False,FIFO,0.14285714285714285,88.875,0.0,8,6,2
SCN_0511,low,8,True,FIFO,0.7142857142857143,165.42857142857142,0.0,7,0,5
SCN_0032,low,5,False,FIFO,0.2,122.4,0.0,5,0,1
SCN_0162,medium,12,True,FIFO,0.9090909090909091,118.0,0.0,11,0,10
SCN_0181,medium,14,False,FIFO,0.2857142857142857,107.57142857142857,0.0,7,7,4
SCN_0143,low,5,False,FIFO,1.0,204.75,0.0,4,0,4
SCN_0988,high,20,False,FIFO,0.05,89.625,0.0,8,12,1
SCN_0602,low,7,False,FIFO,0.2857142857142857,90.5,0.0,6,1,2
SCN_0444,medium,13,False,FIFO,0.21428571428571427,89.5,0.0,6,8,3
SCN_0557,medium,9,False,FIFO,0.2857142857142857,136.25,0.0,4,3,2
SCN_0173,low,7,False,FIFO,0.125,77.85714285714286,0.0,7,1,1
SCN_0117,medium,12,False,FIFO,0.5454545454545454,84.25,0.0,8,3,6
SCN_0097,medium,10,False,FIFO,0.15384615384615385,79.85714285714286,0.0,7,6,2
SCN_0669,medium,9,False,FIFO,0.2,70.4,0.0,5,5,2
SCN_0429,medium,10,False,FIFO,0.2,87.75,0.0,8,2,2
SCN_0580,low,8,False,FIFO,0.2222222222222222,112.0,0.0,5,4,2
SCN_0899,low,8,True,FIFO,0.625,125.125,0.0,8,0,5
SCN_0190,low,5,True,FIFO,1.0,266.0,0.0,3,0,3
SCN_0755,low,8,False,FIFO,1.0,110.5,0.0,6,0,6
SCN_0888,high,18,False,FIFO,0.35294117647058826,129.76923076923077,0.0,13,4,6
SCN_0459,high,16,False,FIFO,0.26666666666666666,102.57142857142857,0.0,7,8,4
SCN_0792,medium,11,False,FIFO,0.3076923076923077,150.25,0.0,8,5,4
SCN_0375,low,8,False,FIFO,0.7142857142857143,95.71428571428571,0.0,7,0,5
SCN_0488,low,8,True,FIFO,0.5,115.8,0.0,5,1,3
SCN_0001,medium,9,False,FIFO,0.4,64.16666666666667,0.0,6,4,4
SCN_0279,medium,14,False,FIFO,0.4666666666666667,161.5,0.0,8,7,7
SCN_0734,low,6,True,FIFO,1.0,122.8,0.0,5,0,5
SCN_0355,high,16,False,FIFO,0.2857142857142857,109.0,0.0,8,6,4
SCN_0052,high,16,False,FIFO,0.0625,112.875,0.0,8,8,1
SCN_0740,medium,11,False,FIFO,0.2222222222222222,64.8,0.0,5,4,2
SCN_0005,high,19,False,FIFO,0.16666666666666666,91.125,0.0,8,10,3
SCN_0437,high,19,False,FIFO,0.10526315789473684,97.18181818181819,0.0,11,8,2
SCN_0936,medium,12,False,FIFO,0.07692307692307693,119.0,0.0,3,10,1
SCN_0430,medium,13,False,FIFO,0.38461538461538464,151.71428571428572,0.0,7,6,5
SCN_0564,medium,13,False,FIFO,0.07692307692307693,78.5,0.0,10,3,1
SCN_0831,low,8,False,FIFO,0.625,149.5,0.0,6,2,5
SCN_0757,medium,9,False,FIFO,0.2,90.25,0.0,4,6,2
SCN_0018,low,8,False,FIFO,0.375,75.83333333333333,0.0,6,2,3
SCN_0643,high,16,False,FIFO,0.4,58.0,0.0,10,5,6
SCN_0971,low,7,True,FIFO,0.8333333333333334,129.16666666666666,0.0,6,0,5
SCN_0035,high,19,False,FIFO,0.1,92.0,0.0,10,10,2
SCN_0717,high,16,False,FIFO,0.17647058823529413,155.8,0.0,10,7,3
SCN_0494,low,8,False,FIFO,0.5,56.25,0.0,4,2,3
SCN_0850,medium,9,False,FIFO,0.2,94.42857142857143,0.0,7,3,2
SCN_0160,high,15,False,FIFO,0.14285714285714285,76.75,0.0,8,6,2
SCN_0150,low,8,True,FIFO,0.5714285714285714,97.42857142857143,0.0,7,0,4
SCN_0841,low,6,False,FIFO,0.3333333333333333,78.6,0.0,5,1,2
SCN_0599,medium,12,False,FIFO,0.5,103.0,0.0,11,3,7
SCN_0751,high,20,False,FIFO,0.09090909090909091,74.33333333333333,0.0,9,13,2
SCN_0507,low,6,True,FIFO,0.6,36.4,0.0,5,0,3
SCN_0787,high,18,False,FIFO,0.23529411764705882,122.66666666666667,0.0,12,5,4
SCN_0416,medium,11,False,FIFO,0.36363636363636365,56.875,0.0,8,3,4
SCN_0371,low,7,True,FIFO,1.0,72.28571428571429,0.0,7,0,7
SCN_0840,medium,9,False,FIFO,0.875,206.625,0.0,8,0,7
SCN_0639,medium,14,False,FIFO,0.14285714285714285,131.0,0.0,5,9,2
SCN_0529,low,8,True,FIFO,0.75,134.75,0.0,8,0,6
SCN_0614,low,5,True,FIFO,0.8,245.4,0.0,5,0,4
SCN_0336,medium,10,False,FIFO,0.18181818181818182,58.285714285714285,0.0,7,4,2
SCN_0608,high,18,False,FIFO,0.05555555555555555,90.55555555555556,0.0,9,9,1
SCN_0823,high,15,False,FIFO,0.2857142857142857,75.375,0.0,8,6,4
SCN_0182,medium,13,False,FIFO,0.6666666666666666,95.6,0.0,10,2,8
SCN_0612,low,5,True,FIFO,0.8,80.4,0.0,5,0,4
SCN_0649,medium,11,False,FIFO,0.2727272727272727,78.57142857142857,0.0,7,4,3
SCN_0617,medium,14,False,FIFO,0.25,141.0,0.0,7,9,4
SCN_0046,high,20,False,FIFO,0.047619047619047616,107.55555555555556,0.0,9,12,1
SCN_0955,high,20,False,FIFO,0.17647058823529413,20.333333333333332,0.0,9,8,3
SCN_0088,medium,11,False,FIFO,0.2,93.85714285714286,0.0,7,3,2
SCN_0885,high,20,False,FIFO,0.1,97.44444444444444,0.0,9,11,2
SCN_0120,high,20,False,FIFO,0.22727272727272727,155.3,0.0,10,12,5
SCN_0352,medium,10,False,FIFO,0.09090909090909091,111.8,0.0,5,6,1
SCN_0238,medium,11,False,FIFO,0.2727272727272727,125.5,0.0,8,3,3
SCN_0302,high,18,False,FIFO,0.4444444444444444,47.0,0.0,12,6,8
SCN_0514,low,7,True,FIFO,1.0,72.16666666666667,0.0,6,0,6
SCN_0551,high,17,False,FIFO,0.11764705882352941,102.33333333333333,0.0,6,11,2
SCN_0684,medium,13,False,FIFO,0.15384615384615385,123.0,0.0,6,7,2
SCN_0650,low,7,True,FIFO,0.6,106.6,0.0,5,0,3
SCN_0852,medium,12,False,FIFO,0.5454545454545454,116.375,0.0,8,3,6
SCN_0704,low,8,False,FIFO,0.375,51.333333333333336,0.0,6,2,3
SCN_0022,medium,13,False,FIFO,0.15384615384615385,143.0,0.0,5,8,2
SCN_0887,high,16,False,FIFO,0.17647058823529413,52.875,0.0,8,9,3
SCN_0285,high,19,False,FIFO,0.15789473684210525,131.25,0.0,8,11,3
SCN_0810,medium,11,False,FIFO,0.3333333333333333,86.375,0.0,8,1,3
SCN_0997,low,6,False,FIFO,0.5,122.5,0.0,4,2,3
SCN_0467,medium,13,False,FIFO,0.21428571428571427,59.57142857142857,0.0,7,7,3
SCN_0502,high,19,False,FIFO,0.05,59.7,0.0,10,10,1
SCN_0758,low,8,False,FIFO,0.625,23.333333333333332,0.0,6,2,5
SCN_0335,low,8,False,FIFO,0.4444444444444444,47.42857142857143,0.0,7,2,4
SCN_0538,low,5,True,FIFO,0.4,90.6,0.0,5,0,2
SCN_0969,medium,9,False,FIFO,0.2222222222222222,101.6,0.0,5,4,2
SCN_0277,medium,11,False,FIFO,0.4166666666666667,112.0,0.0,7,5,5
SCN_0006,medium,11,False,FIFO,0.25,113.71428571428571,0.0,7,5,3
SCN_0718,low,8,False,FIFO,0.5,86.66666666666667,0.0,6,2,4
SCN_0871,medium,9,False,FIFO,0.625,45.333333333333336,0.0,6,2,5
SCN_0941,high,15,False,FIFO,0.15384615384615385,135.75,0.0,8,5,2
SCN_0417,low,5,True,FIFO,0.8,246.2,0.0,5,0,4
SCN_0741,low,6,True,FIFO,1.0,231.8,0.0,5,0,5
SCN_0531,high,17,False,FIFO,0.125,86.0,0.0,8,8,2
SCN_0798,low,5,True,FIFO,0.6666666666666666,228.0,0.0,2,1,2
SCN_0834,low,6,True,FIFO,0.8333333333333334,124.0,0.0,6,0,5
SCN_0359,low,7,False,FIFO,0.42857142857142855,140.0,0.0,6,1,3
SCN_0265,medium,13,False,FIFO,0.25,86.9,0.0,10,2,3
SCN_0178,low,7,True,FIFO,0.25,97.14285714285714,0.0,7,1,2
SCN_0746,medium,10,False,FIFO,0.7272727272727273,55.6,0.0,10,1,8
SCN_0982,low,7,False,FIFO,0.625,119.33333333333333,0.0,6,2,5
SCN_0648,medium,9,False,FIFO,0.4444444444444444,75.28571428571429,0.0,7,2,4
SCN_0813,medium,9,False,FIFO,0.5714285714285714,329.85714285714283,0.0,7,0,4
SCN_0418,high,20,False,FIFO,0.15,110.83333333333333,0.0,12,8,3
SCN_0386,high,19,False,FIFO,0.10526315789473684,89.75,0.0,8,11,2
SCN_0858,high,20,False,FIFO,0.047619047619047616,124.5,0.0,10,11,1
SCN_0114,high,20,False,FIFO,0.2,115.875,0.0,8,12,4
SCN_0998,high,15,False,FIFO,0.26666666666666666,53.375,0.0,8,7,4
SCN_0565,medium,11,False,FIFO,0.2,90.57142857142857,0.0,7,3,2
SCN_0530,medium,14,False,FIFO,0.46153846153846156,88.9,0.0,10,3,6
SCN_0495,medium,13,False,FIFO,0.21428571428571427,137.7,0.0,10,4,3
SCN_0600,medium,13,False,FIFO,0.18181818181818182,109.0,0.0,5,6,2
SCN_0594,high,19,False,FIFO,0.15789473684210525,167.75,0.0,8,11,3
SCN_0640,medium,14,False,FIFO,0.5384615384615384,72.5,0.0,8,5,7
SCN_0780,medium,14,False,FIFO,0.1875,82.0,0.0,7,9,3
SCN_0153,high,15,False,FIFO,0.42857142857142855,81.375,0.0,8,6,6
SCN_0401,high,19,False,FIFO,0.3,83.0,0.0,10,10,6
SCN_0424,medium,13,False,FIFO,0.21428571428571427,128.375,0.0,8,6,3
SCN_0658,high,18,False,FIFO,0.1,57.333333333333336,0.0,6,14,2
SCN_0815,high,15,False,FIFO,0.3125,63.8,0.0,10,6,5
SCN_0315,medium,9,False,FIFO,0.5714285714285714,55.0,0.0,6,1,4
SCN_0351,high,17,False,FIFO,0.2631578947368421,151.5,0.0,8,11,5
SCN_0163,medium,10,True,FIFO,0.5384615384615384,67.25,0.0,12,1,7
SCN_0947,medium,11,False,FIFO,0.3,58.6,0.0,5,5,3
SCN_0744,medium,10,False,FIFO,0.3,83.4,0.0,5,5,3
SCN_0311,high,19,False,FIFO,0.16666666666666666,107.14285714285714,0.0,7,11,3
SCN_0682,low,8,False,FIFO,0.5714285714285714,111.85714285714286,0.0,7,0,4
SCN_0271,low,7,True,FIFO,0.8571428571428571,95.28571428571429,0.0,7,0,6
SCN_0176,high,20,False,FIFO,0.14285714285714285,89.33333333333333,0.0,9,12,3
SCN_0613,medium,9,False,FIFO,0.6,131.25,0.0,8,2,6
SCN_0694,low,8,False,FIFO,0.25,128.0,0.0,4,4,2
SCN_0842,low,6,True,FIFO,0.6666666666666666,256.25,0.0,4,2,4
SCN_0797,high,18,False,FIFO,0.29411764705882354,60.888888888888886,0.0,9,8,5
SCN_0868,low,8,False,FIFO,0.3,62.875,0.0,8,2,3
SCN_0205,low,6,True,FIFO,1.0,212.8,0.0,5,0,5
SCN_0028,low,7,True,FIFO,0.42857142857142855,115.14285714285714,0.0,7,0,3
SCN_0972,medium,9,True,FIFO,0.5,189.0,0.0,5,1,3
SCN_0547,low,5,True,FIFO,0.5,130.66666666666666,0.0,6,0,3
SCN_0223,high,18,False,FIFO,0.2777777777777778,86.85714285714286,0.0,7,11,5
SCN_0221,high,20,False,FIFO,0.15,114.6,0.0,10,10,3
SCN_0248,high,16,False,FIFO,0.23529411764705882,95.42857142857143,0.0,7,10,4
SCN_0689,medium,11,False,Priority Queue,0.15384615384615385,163.0,1.8179998733103275,6,7,2
SCN_0671,medium,14,False,Priority Queue,0.26666666666666666,103.88888888888889,1.9979977514594793,9,6,4
SCN_0697,medium,12,False,Priority Queue,0.3076923076923077,135.14285714285714,0.7919990457594395,7,6,4
SCN_0449,low,8,False,Priority Queue,0.5714285714285714,208.33333333333334,0.6090011447668076,6,1,4
SCN_0839,medium,11,False,Priority Queue,0.08333333333333333,116.125,1.026000827550888,8,4,1
SCN_0069,low,7,False,Priority Queue,0.25,83.5,0.6959983147680759,6,2,2
SCN_0978,medium,11,False,Priority Queue,0.23076923076923078,115.33333333333333,0.942000187933445,6,7,3
SCN_0783,medium,13,False,Priority Queue,0.07142857142857142,130.4,1.2239988427609205,5,9,1
SCN_0103,low,5,True,Priority Queue,0.75,311.0,0.4680000711232424,4,0,3
SCN_0283,low,5,True,Priority Queue,0.6,65.6,0.45900000259280205,5,0,3
SCN_0109,high,15,False,Priority Queue,0.2,99.25,0.9270000737160444,8,7,3
SCN_0985,high,18,False,Priority Queue,0.23529411764705882,98.25,1.6019982285797596,8,9,4
SCN_0177,medium,13,False,Priority Queue,0.23076923076923078,76.0,1.1610001092776656,5,8,3
SCN_0321,low,8,False,Priority Queue,0.14285714285714285,122.6,0.7380021270364523,5,2,1
SCN_0980,low,5,True,Priority Queue,0.8571428571428571,53.285714285714285,0.4500016802921891,7,0,6
SCN_0138,high,17,False,Priority Queue,0.11764705882352941,100.88888888888889,1.5389994950965047,9,8,2
SCN_0345,low,7,False,Priority Queue,0.625,153.0,0.7559987716376781,7,1,5
SCN_0665,high,20,False,Priority Queue,0.10526315789473684,129.66666666666666,1.860000193119049,9,10,2
SCN_0753,medium,12,False,Priority Queue,0.2727272727272727,162.83333333333334,1.097997883334756,6,5,3
SCN_0933,medium,9,False,Priority Queue,0.5555555555555556,205.0,0.0,7,2,5
SCN_0549,medium,13,False,Priority Queue,0.26666666666666666,117.1,3.152999561280012,10,5,4
SCN_0233,medium,10,False,Priority Queue,0.7,129.375,1.4759990153834224,8,2,7
SCN_0394,low,8,False,Priority Queue,0.3,134.42857142857142,1.5869998605921865,7,3,3
SCN_0954,medium,10,True,Priority Queue,0.5454545454545454,84.44444444444444,1.7279991880059242,9,2,6
SCN_0791,medium,11,False,Priority Queue,0.5,46.72727272727273,1.7699995078146458,11,1,6
SCN_0031,high,20,False,Priority Queue,0.23809523809523808,105.2,17.51400064677,10,11,5
SCN_0257,medium,9,False,Priority Queue,0.7,155.375,3.2940006349235773,8,2,7
SCN_0906,low,8,False,Priority Queue,0.3333333333333333,96.16666666666667,1.0620011016726494,6,0,2
SCN_0076,medium,12,False,Priority Queue,0.21428571428571427,89.0,2.7959985891357064,10,4,3
SCN_0542,low,6,True,Priority Queue,1.0,261.8,1.5659979544579983,5,0,5
SCN_0435,low,6,False,Priority Queue,0.16666666666666666,91.75,0.0,4,2,1
SCN_0801,high,18,False,Priority Queue,0.1111111111111111,109.0,0.0,7,11,2
SCN_0043,high,19,False,Priority Queue,0.25,90.71428571428571,1.5659979544579983,14,6,5
SCN_0291,low,6,True,Priority Queue,0.4,80.0,0.8279993198812008,4,1,2
SCN_0877,high,17,False,Priority Queue,0.0625,218.5,1.9679975230246782,6,10,1
SCN_0048,medium,13,False,Priority Queue,0.3076923076923077,106.875,1.5000009443610907,8,5,4
SCN_0829,low,5,False,Priority Queue,0.25,178.5,0.5640008021146059,2,2,1
SCN_0950,low,5,True,Priority Queue,0.75,232.75,0.6540014874190092,4,0,3
SCN_0476,low,7,True,Priority Queue,0.75,77.375,1.0559975635260344,8,0,6
SCN_0647,low,8,False,Priority Queue,0.5555555555555556,76.85714285714286,1.9800011068582535,7,2,5
SCN_0427,low,6,False,Priority Queue,0.16666666666666666,125.0,0.0,4,2,1
SCN_0489,medium,11,False,Priority Queue,0.6363636363636364,163.7,1.1760002234950662,10,1,7
SCN_0833,high,20,False,Priority Queue,0.3684210526315789,81.54545454545455,4.9379991833120584,11,8,7
SCN_0698,low,6,True,Priority Queue,0.0,600.0,0.5519972182810307,0,3,0
SCN_0764,medium,11,False,Priority Queue,0.3333333333333333,66.57142857142857,1.1700019240379333,7,5,4
SCN_0187,low,6,True,Priority Queue,1.0,91.16666666666667,0.7140019442886114,6,0,6
SCN_0553,high,19,False,Priority Queue,0.1111111111111111,84.22222222222223,2.123998710885644,9,9,2
SCN_0595,medium,9,False,Priority Queue,0.14285714285714285,127.75,0.9840005077421665,4,3,1
SCN_0568,high,19,False,Priority Queue,0.05263157894736842,83.0,1.8510001245886087,10,9,1
SCN_0490,low,6,False,Priority Queue,0.42857142857142855,159.6,0.6060011219233274,5,2,3
SCN_0497,high,16,False,Priority Queue,0.3333333333333333,93.66666666666667,1.8179998733103275,9,6,5
SCN_0334,high,18,False,Priority Queue,0.25,121.63636363636364,1.7339992336928844,11,9,5
SCN_0770,high,15,False,Priority Queue,0.2,127.75,0.0,8,7,3
SCN_0862,low,5,True,Priority Queue,0.8333333333333334,106.33333333333333,0.5340005736798048,6,0,5
SCN_0904,medium,10,False,Priority Queue,0.45454545454545453,62.875,1.2719992082566023,8,3,5
SCN_0902,low,7,True,Priority Queue,0.75,285.625,0.5220004823058844,8,0,6
SCN_0300,medium,14,False,Priority Queue,0.21428571428571427,74.14285714285714,1.7309992108494043,7,7,3
SCN_0511,low,8,True,Priority Queue,0.7142857142857143,165.57142857142858,2.6459991931915283,7,0,5
SCN_0032,low,5,False,Priority Queue,0.2,89.4,0.887999776750803,5,0,1
SCN_0162,medium,12,True,Priority Queue,0.9090909090909091,120.18181818181819,1.9980012439191341,11,0,10
SCN_0181,medium,14,False,Priority Queue,0.21428571428571427,147.0,2.1089985966682434,8,6,3
SCN_0143,low,5,False,Priority Queue,1.0,204.75,0.8819997310638428,4,0,4
SCN_0988,high,20,False,Priority Queue,0.1,150.83333333333334,0.0,6,14,2
SCN_0602,low,7,False,Priority Queue,0.2857142857142857,90.83333333333333,0.0,6,1,2
SCN_0444,medium,13,False,Priority Queue,0.2857142857142857,83.33333333333333,2.394000766798854,6,8,4
SCN_0557,medium,9,False,Priority Queue,0.2857142857142857,87.5,1.3559998478740454,4,3,2
SCN_0173,low,7,False,Priority Queue,0.125,78.28571428571429,0.7439986802637577,7,1,1
SCN_0117,medium,12,False,Priority Queue,0.5454545454545454,83.75,1.5929999062791467,8,3,6
SCN_0097,medium,10,False,Priority Queue,0.23076923076923078,61.4,1.564000267535448,10,3,3
SCN_0669,medium,9,False,Priority Queue,0.4,141.0,1.373999984934926,5,5,4
SCN_0429,medium,10,False,Priority Queue,0.2,72.125,1.6200001118704677,8,2,2
SCN_0580,low,8,False,Priority Queue,0.1111111111111111,84.6,1.1940021067857742,5,4,1
SCN_0899,low,8,True,Priority Queue,0.625,94.875,0.0,8,0,5
SCN_0190,low,5,True,Priority Queue,1.0,266.0,0.7139984518289566,3,0,3
SCN_0755,low,8,False,Priority Queue,1.0,138.0,1.2000021524727345,6,0,6
SCN_0888,high,18,False,Priority Queue,0.35294117647058826,77.18181818181819,2.9460014775395393,11,6,6
SCN_0459,high,16,False,Priority Queue,0.2,113.14285714285714,2.6459991931915283,7,8,3
SCN_0792,medium,11,False,Priority Queue,0.38461538461538464,111.125,1.9110023276880383,8,5,5
SCN_0375,low,8,False,Priority Queue,0.7142857142857143,82.28571428571429,1.4700007159262896,7,0,5
SCN_0488,low,8,True,Priority Queue,0.5,115.8,0.5699973553419113,5,1,3
SCN_0001,medium,9,False,Priority Queue,0.4,111.83333333333333,1.4340004418045282,6,4,4
SCN_0279,medium,14,False,Priority Queue,0.3333333333333333,142.5,1.961997477337718,8,7,5
SCN_0734,low,6,True,Priority Queue,1.0,137.8,1.0740011930465698,5,0,5
SCN_0355,high,16,False,Priority Queue,0.21428571428571427,172.57142857142858,2.478001406416297,7,7,3
SCN_0052,high,16,False,Priority Queue,0.0625,112.75,0.0,8,8,1
SCN_0740,medium,11,False,Priority Queue,0.6666666666666666,220.0,1.644002040848136,8,1,6
SCN_0005,high,19,False,Priority Queue,0.2222222222222222,82.6,4.194000503048301,10,8,4
SCN_0437,high,19,False,Priority Queue,0.10526315789473684,127.45454545454545,0.0,11,8,2
SCN_0936,medium,12,False,Priority Queue,0.15384615384615385,44.285714285714285,2.0339980255812407,7,6,2
SCN_0430,medium,13,False,Priority Queue,0.5384615384615384,183.0,0.0,9,4,7
SCN_0564,medium,13,False,Priority Queue,0.23076923076923078,86.3,0.0,10,3,3
SCN_0831,low,8,False,Priority Queue,0.625,150.5,0.0,6,2,5
SCN_0757,medium,9,False,Priority Queue,0.3,94.8,1.5960016753524542,5,5,3
SCN_0018,low,8,False,Priority Queue,0.5,108.66666666666667,0.0,6,2,4
SCN_0643,high,16,False,Priority Queue,0.4,71.5,2.7059996500611305,10,5,6
SCN_0971,low,7,True,Priority Queue,0.8333333333333334,129.16666666666666,1.1760019697248936,6,0,5
SCN_0035,high,19,False,Priority Queue,0.1,143.77777777777777,2.7620000764727592,9,11,2
SCN_0717,high,16,False,Priority Queue,0.11764705882352941,194.4,2.56200204603374,10,7,2
SCN_0494,low,8,False,Priority Queue,0.3333333333333333,132.0,1.1759984772652388,4,2,2
SCN_0850,medium,9,False,Priority Queue,0.2,96.85714285714286,1.2540025636553764,7,3,2
SCN_0160,high,15,False,Priority Queue,0.14285714285714285,83.0,2.4360010866075754,5,9,2
SCN_0150,low,8,True,Priority Queue,0.5714285714285714,55.42857142857143,1.3380032032728195,7,0,4
SCN_0841,low,6,False,Priority Queue,0.5,98.2,0.0,5,1,3
SCN_0599,medium,12,False,Priority Queue,0.5714285714285714,135.63636363636363,1.1760002234950662,11,3,8
SCN_0751,high,20,False,Priority Queue,0.09090909090909091,123.22222222222223,2.147998893633485,9,13,2
SCN_0507,low,6,True,Priority Queue,0.6,75.4,0.7800024468451738,5,0,3
SCN_0787,high,18,False,Priority Queue,0.17647058823529413,147.3,2.0400015637278557,10,7,3
SCN_0416,medium,11,False,Priority Queue,0.36363636363636365,83.125,0.0,8,3,4
SCN_0371,low,7,True,Priority Queue,0.75,73.375,0.6180012132972479,8,0,6
SCN_0840,medium,9,False,Priority Queue,0.6666666666666666,246.22222222222223,0.795000814832747,9,0,6
SCN_0639,medium,14,False,Priority Queue,0.14285714285714285,108.14285714285714,0.0,7,7,2
SCN_0529,low,8,True,Priority Queue,0.75,110.0,0.0,8,0,6
SCN_0614,low,5,True,Priority Queue,0.8,257.4,0.0,5,0,4
SCN_0336,medium,10,False,Priority Queue,0.18181818181818182,128.5,1.775999553501606,8,3,2
SCN_0608,high,18,False,Priority Queue,0.1111111111111111,52.083333333333336,2.4239992490038276,12,6,2
SCN_0823,high,15,False,Priority Queue,0.21428571428571427,91.16666666666667,2.0069978199899197,6,8,3
SCN_0182,medium,13,False,Priority Queue,0.16666666666666666,147.6,2.177999122068286,10,2,2
SCN_0612,low,5,True,Priority Queue,0.8,72.4,0.0,5,0,4
SCN_0649,medium,11,False,Priority Queue,0.09090909090909091,90.0,2.424000995233655,7,4,1
SCN_0617,medium,14,False,Priority Queue,0.25,115.875,1.7639994621276855,8,8,4
SCN_0046,high,20,False,Priority Queue,0.047619047619047616,148.5,2.909997710958123,8,13,1
SCN_0955,high,20,False,Priority Queue,0.23529411764705882,70.25,2.9580015689134598,8,9,4
SCN_0088,medium,11,False,Priority Queue,0.2,109.14285714285714,13.34400032646954,7,3,2
